School Name,District,Location Code,Latitude,Longitude,Grades,Grade Low,Grade High,Community School?,Zip,Economic Need Index,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Average ELA Proficiency,Average Math Proficiency,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent White,Grade 3 ELA - All Students Tested,Grade 3 Math - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 Math 4s - All Students,Grade 3 ELA 4s - Limited English Proficient,Grade 3 Math 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math 4s - Economically Disadvantaged,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 ELA 4s - Black or African American,Grade 3 Math 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 Math 4s - Hispanic or Latino,Grade 3 ELA 4s - White,Grade 3 Math 4s - White,Grade 4 ELA - All Students Tested,Grade 4 Math - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 Math 4s - All Students,Grade 4 ELA 4s - Limited English Proficient,Grade 4 Math 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math 4s - Economically Disadvantaged,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 ELA 4s - Black or African American,Grade 4 Math 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 Math 4s - Hispanic or Latino,Grade 4 ELA 4s - White,Grade 4 Math 4s - White,Grade 5 ELA - All Students Tested,Grade 5 Math - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 Math 4s - All Students,Grade 5 ELA 4s - Limited English Proficient,Grade 5 Math 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math 4s - Economically Disadvantaged,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 ELA 4s - Black or African American,Grade 5 Math 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 Math 4s - Hispanic or Latino,Grade 5 ELA 4s - White,Grade 5 Math 4s - White,Grade 6 ELA - All Students Tested,Grade 6 Math - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 Math 4s - All Students,Grade 6 ELA 4s - Limited English Proficient,Grade 6 Math 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math 4s - Economically Disadvantaged,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 ELA 4s - Black or African American,Grade 6 Math 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 Math 4s - Hispanic or Latino,Grade 6 ELA 4s - White,Grade 6 Math 4s - White,Grade 7 ELA - All Students Tested,Grade 7 Math - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 Math 4s - All Students,Grade 7 ELA 4s - Limited English Proficient,Grade 7 Math 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math 4s - Economically Disadvantaged,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 ELA 4s - Black or African American,Grade 7 Math 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 Math 4s - Hispanic or Latino,Grade 7 ELA 4s - White,Grade 7 Math 4s - White,Grade 8 ELA - All Students Tested,Grade 8 Math - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 Math 4s - All Students,Grade 8 ELA 4s - Limited English Proficient,Grade 8 Math 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math 4s - Economically Disadvantaged,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 ELA 4s - Black or African American,Grade 8 Math 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 Math 4s - Hispanic or Latino,Grade 8 ELA 4s - White,Grade 8 Math 4s - White
TOMPKINS SQUARE MIDDLE SCHOOL,1,01M839,40.723746999999996,-73.981602,"06,07,08",06,08,No,10009,0.597,96.0,7.0,90.0,89.0,88.0,86.0,83.0,94.0,2.92,3.01,3.0,23.0,16.0,37.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,97.0,20.0,30.0,0.0,0.0,7.0,14.0,4.0,14.0,0.0,0.0,4.0,3.0,8.0,9.0,93.0,93.0,22.0,10.0,0.0,0.0,13.0,7.0,8.0,5.0,0.0,0.0,4.0,1.0,6.0,3.0,75.0,59.0,12.0,5.0,0.0,0.0,6.0,2.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0
J.H.S. 104 SIMON BARUCH,2,02M104,40.735735,-73.980611,"06,07,08",06,08,No,10010,0.522,96.0,11.0,87.0,89.0,85.0,84.0,70.0,92.0,3.05,3.25,5.0,40.0,8.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,358.0,91.0,152.0,0.0,3.0,29.0,50.0,36.0,65.0,2.0,1.0,11.0,14.0,39.0,65.0,376.0,379.0,109.0,153.0,0.0,0.0,39.0,63.0,44.0,75.0,0.0,1.0,10.0,9.0,52.0,63.0,318.0,213.0,67.0,23.0,0.0,0.0,27.0,17.0,27.0,17.0,5.0,0.0,6.0,2.0,28.0,4.0
P.S. 111 ADOLPH S. OCHS,2,02M111,40.765834000000005,-73.989602,"PK,0K,01,02,03,04,05",PK,05,No,10019,0.645,92.0,26.0,89.0,79.0,81.0,74.0,88.0,86.0,2.39,2.47,12.0,18.0,16.0,50.0,13.0,43.0,46.0,6.0,13.0,1.0,2.0,1.0,7.0,5.0,7.0,0.0,0.0,0.0,2.0,1.0,4.0,45.0,45.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,49.0,5.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,6.0,6.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0
EAST SIDE MIDDLE SCHOOL,2,02M114,40.780646000000004,-73.947544,"06,07,08",06,08,No,10028,0.10400000000000001,98.0,2.0,92.0,96.0,92.0,94.0,82.0,96.0,3.66,3.94,0.0,15.0,3.0,9.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,103.0,132.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,5.0,0.0,68.0,88.0,140.0,140.0,80.0,116.0,0.0,0.0,5.0,9.0,16.0,23.0,0.0,0.0,8.0,10.0,46.0,73.0,146.0,146.0,88.0,91.0,0.0,0.0,10.0,11.0,15.0,18.0,1.0,2.0,9.0,9.0,59.0,57.0
P.S. 126 JACOB AUGUST RIIS,2,02M126,40.710448,-73.997001,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,10038,0.728,96.0,10.0,91.0,93.0,91.0,89.0,82.0,95.0,2.93,3.29,17.0,59.0,11.0,21.0,8.0,70.0,73.0,6.0,18.0,0.0,1.0,5.0,15.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,54.0,7.0,19.0,0.0,1.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,52.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,116.0,31.0,67.0,0.0,2.0,17.0,40.0,18.0,44.0,2.0,0.0,2.0,6.0,6.0,11.0,103.0,104.0,32.0,44.0,0.0,0.0,20.0,29.0,17.0,30.0,0.0,0.0,4.0,2.0,9.0,11.0,103.0,0.0,42.0,0.0,0.0,0.0,18.0,0.0,27.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0
M.S. 131,2,02M131,40.716213,-73.993555,"06,07,08",06,08,No,10002,0.8370000000000001,97.0,9.0,86.0,92.0,91.0,86.0,78.0,95.0,2.49,3.02,35.0,77.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,92.0,5.0,20.0,0.0,4.0,5.0,19.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,154.0,18.0,32.0,0.0,4.0,0.0,0.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,128.0,14.0,35.0,0.0,11.0,12.0,34.0,12.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0
J.H.S. 167 ROBERT F. WAGNER,2,02M167,40.771827,-73.95794000000001,"06,07,08",06,08,No,10021,0.36,96.0,9.0,85.0,89.0,87.0,84.0,76.0,92.0,3.08,3.34,4.0,28.0,8.0,19.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,423.0,132.0,242.0,0.0,9.0,25.0,72.0,45.0,90.0,3.0,7.0,4.0,11.0,73.0,124.0,398.0,405.0,93.0,159.0,1.0,4.0,33.0,71.0,31.0,76.0,3.0,2.0,10.0,8.0,47.0,68.0,439.0,337.0,135.0,91.0,0.0,1.0,40.0,30.0,49.0,30.0,4.0,4.0,11.0,12.0,68.0,43.0
YORKVILLE EAST MIDDLE SCHOOL,2,02M177,40.770203,-73.95073000000001,"06,07,08",06,08,No,10075,0.271,96.0,9.0,99.0,99.0,88.0,99.0,92.0,98.0,3.13,3.59,1.0,11.0,11.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,20.0,29.0,0.0,0.0,2.0,4.0,3.0,6.0,1.0,2.0,4.0,5.0,12.0,16.0,51.0,50.0,10.0,21.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S./I.S. 217 ROOSEVELT ISLAND,2,02M217,40.763969,-73.948468,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,10044,0.293,95.0,10.0,93.0,95.0,89.0,88.0,89.0,92.0,2.9,3.01,7.0,29.0,16.0,14.0,36.0,71.0,74.0,10.0,34.0,0.0,0.0,2.0,9.0,4.0,12.0,0.0,1.0,0.0,0.0,5.0,19.0,56.0,59.0,19.0,20.0,0.0,2.0,5.0,7.0,0.0,6.0,3.0,0.0,1.0,3.0,10.0,9.0,54.0,54.0,11.0,17.0,0.0,0.0,5.0,7.0,7.0,11.0,1.0,0.0,0.0,0.0,3.0,6.0,17.0,20.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELLA BAKER SCHOOL,2,02M225,40.765368,-73.959696,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,10021,0.429,92.0,26.0,91.0,91.0,93.0,82.0,95.0,90.0,2.71,2.75,3.0,4.0,19.0,37.0,35.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
M.S. 255 SALK SCHOOL OF SCIENCE,2,02M255,40.735118,-73.981697,"06,07,08",06,08,No,10003,0.131,97.0,5.0,93.0,97.0,95.0,96.0,88.0,98.0,3.75,3.63,0.0,19.0,3.0,9.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,129.0,69.0,100.0,0.0,0.0,4.0,7.0,14.0,21.0,0.0,0.0,7.0,10.0,38.0,55.0,121.0,121.0,72.0,85.0,0.0,0.0,4.0,5.0,14.0,16.0,0.0,0.0,3.0,5.0,47.0,53.0,119.0,75.0,83.0,31.0,0.0,0.0,13.0,5.0,21.0,12.0,0.0,0.0,8.0,2.0,48.0,17.0
M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,2,02M260,40.736114,-73.992352,"06,07,08",06,08,No,10003,0.23600000000000002,97.0,2.0,91.0,90.0,90.0,87.0,87.0,95.0,3.37,3.36,1.0,14.0,6.0,10.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,47.0,59.0,0.0,0.0,2.0,4.0,7.0,9.0,0.0,0.0,3.0,4.0,31.0,40.0,86.0,84.0,24.0,17.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,19.0,13.0,79.0,52.0,25.0,8.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0
BATTERY PARK CITY SCHOOL,2,02M276,40.706563,-74.017528,"0K,01,02,03,04,05,06,07,08",0K,08,No,10011,0.114,96.0,8.0,92.0,94.0,88.0,92.0,90.0,93.0,3.16,3.32,2.0,21.0,4.0,11.0,56.0,105.0,107.0,19.0,36.0,0.0,2.0,1.0,1.0,6.0,12.0,0.0,0.0,3.0,6.0,9.0,15.0,101.0,100.0,40.0,53.0,0.0,0.0,0.0,0.0,13.0,20.0,1.0,2.0,4.0,3.0,16.0,20.0,109.0,111.0,33.0,32.0,0.0,0.0,0.0,3.0,7.0,8.0,1.0,2.0,2.0,4.0,18.0,16.0,92.0,92.0,31.0,49.0,0.0,0.0,2.0,2.0,9.0,12.0,1.0,1.0,2.0,3.0,14.0,27.0,89.0,89.0,26.0,22.0,0.0,0.0,1.0,1.0,6.0,8.0,0.0,0.0,1.0,0.0,19.0,12.0,61.0,34.0,28.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0
I.S. 289,2,02M289,40.716867,-74.013623,"06,07,08",06,08,No,10282,0.313,97.0,2.0,91.0,97.0,82.0,95.0,84.0,93.0,3.18,3.26,1.0,38.0,8.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,95.0,18.0,40.0,0.0,0.0,8.0,27.0,9.0,29.0,0.0,0.0,0.0,1.0,9.0,10.0,96.0,96.0,31.0,22.0,0.0,0.0,9.0,9.0,13.0,14.0,0.0,0.0,5.0,1.0,12.0,7.0,83.0,82.0,24.0,26.0,0.0,0.0,9.0,10.0,9.0,13.0,3.0,2.0,0.0,0.0,10.0,9.0
NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,2,02M312,40.742571000000005,-74.002371,"06,07,08",06,08,No,10011,0.308,98.0,2.0,88.0,91.0,90.0,83.0,85.0,92.0,3.62,3.94,1.0,47.0,2.0,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,188.0,111.0,163.0,0.0,0.0,31.0,46.0,58.0,84.0,0.0,0.0,0.0,0.0,37.0,53.0,173.0,173.0,85.0,130.0,0.0,0.0,27.0,43.0,45.0,74.0,0.0,0.0,0.0,0.0,27.0,41.0,170.0,42.0,89.0,7.0,0.0,0.0,24.0,1.0,43.0,3.0,0.0,0.0,0.0,0.0,29.0,3.0
THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,2,02M347,40.738621,-73.981534,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,10010,0.812,92.0,29.0,82.0,68.0,91.0,53.0,82.0,82.0,2.32,2.23,6.0,4.0,22.0,46.0,23.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSTITUTE FOR COLLABORATIVE EDUCATION,2,02M407,40.732676,-73.982576,"06,07,08,09,10,11,12",06,12,No,10003,0.258,96.0,13.0,94.0,98.0,90.0,98.0,89.0,96.0,3.28,2.95,0.0,7.0,16.0,16.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2,02M408,40.761328999999996,-73.98866899999999,"06,07,08,09,10,11,12",06,12,No,10036,0.33,96.0,9.0,90.0,86.0,84.0,85.0,75.0,91.0,3.44,3.38,0.0,5.0,23.0,20.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,25.0,24.0,9.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,18.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
SCHOOL OF THE FUTURE HIGH SCHOOL,2,02M413,40.739095,-73.985349,"06,07,08,09,10,11,12",06,12,No,10010,0.358,97.0,6.0,88.0,96.0,88.0,91.0,76.0,92.0,3.05,3.21,1.0,15.0,11.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,99.0,38.0,40.0,0.0,0.0,14.0,13.0,9.0,11.0,2.0,2.0,6.0,5.0,15.0,17.0,80.0,80.0,19.0,27.0,0.0,0.0,2.0,4.0,1.0,4.0,0.0,0.0,3.0,5.0,9.0,13.0,72.0,72.0,19.0,22.0,0.0,0.0,6.0,8.0,6.0,6.0,0.0,0.0,5.0,6.0,8.0,8.0
QUEST TO LEARN,2,02M422,40.743368,-74.00254699999999,"06,07,08,09,10,11,12",06,12,No,10011,0.406,95.0,11.0,83.0,79.0,82.0,74.0,80.0,86.0,2.94,2.76,3.0,11.0,19.0,35.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,88.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,4.0,81.0,78.0,10.0,9.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,3.0,86.0,58.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",2,02M442,40.73854,-73.989485,"04,05,06,07,08",04,08,No,10003,0.46799999999999997,96.0,7.0,98.0,98.0,92.0,94.0,84.0,95.0,3.21,3.65,0.0,36.0,25.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,11.0,14.0,0.0,0.0,4.0,5.0,6.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,40.0,41.0,15.0,20.0,0.0,0.0,7.0,9.0,6.0,8.0,1.0,1.0,0.0,0.0,6.0,8.0,24.0,24.0,13.0,15.0,0.0,0.0,9.0,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,5.0,5.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIFE SCIENCES SECONDARY SCHOOL,2,02M655,40.783283000000004,-73.945937,"06,07,08,09,10,11,12",06,12,No,10128,0.765,90.0,30.0,90.0,90.0,77.0,67.0,65.0,81.0,2.24,1.95,6.0,5.0,31.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,2,02M896,40.705442,-74.012888,"06,07,08",06,08,No,10004,0.564,96.0,8.0,84.0,93.0,90.0,95.0,85.0,96.0,2.77,2.88,8.0,40.0,9.0,20.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,112.0,11.0,31.0,0.0,2.0,3.0,15.0,2.0,19.0,0.0,0.0,1.0,0.0,8.0,12.0,109.0,108.0,19.0,33.0,0.0,1.0,7.0,18.0,8.0,20.0,0.0,0.0,4.0,3.0,5.0,7.0,103.0,100.0,20.0,26.0,0.0,1.0,4.0,12.0,3.0,12.0,0.0,0.0,3.0,3.0,11.0,10.0
